t,p,p_d,v,v_d,q,R,w,T_sp,q_sp,hover_throttle,fa,pwm
9.2992441654205,"[-32.086524963378906, -37.512794494628906, -4.816641330718994]","[-32.086524963378906, -37.512794494628906, -4.816641330718994]","[-4.44403600692749, -5.866674900054932, -2.9243104457855225]","[-4.44403600692749, -5.866674900054932, -2.9243104457855225]","[-0.20594923198223114, -0.026647619903087616, -0.9765357375144958, -0.05703384056687355]","[[-0.9086642845789594, -0.10041505341612145, 0.40527320249870286], [0.12236728082890269, -0.9920742655941024, 0.028552554986645995], [0.3991939380785455, 0.0755368576336245, 0.9137496363988594]]","[0.10595645010471344, -0.16928251087665558, 0.12693235278129578]",[0.0],"[-0.20594923198223114, -0.026647619903087616, -0.9765357375144958, -0.05703384056687355]",[0.44],"[-1.0051727294921875, 0.20372867584228516, -0.6611161804199224]","[668.7817993164062, 669.53759765625, 665.6126708984375, 667.6244506835938]"
9.3302495479584,"[-32.220157623291016, -37.688751220703125, -4.901944160461426]","[-32.220157623291016, -37.688751220703125, -4.901944160461426]","[-4.464784145355225, -5.8635945320129395, -2.762613534927368]","[-4.464784145355225, -5.8635945320129395, -2.762613534927368]","[-0.20833903551101685, -0.02759563736617565, -0.9761239886283875, -0.054911963641643524]","[[-0.9071591207548755, -0.09570327300023451, 0.40976012193144884], [0.11870026689295776, -0.992446389786906, 0.03099291614299582], [0.40369879938857123, 0.07675413831545996, 0.9116666541613876]]","[0.09549033641815186, -0.12462150305509567, 0.12861110270023346]",[0.0],"[-0.20833903551101685, -0.02759563736617565, -0.9761239886283875, -0.054911963641643524]",[0.44],"[-1.0374069213867188, 0.15401840209960938, -1.7251544570922857]","[669.8526000976562, 664.9413452148438, 666.994384765625, 663.2692260742188]"
9.3612537384033,"[-32.35445022583008, -37.8646240234375, -4.9824676513671875]","[-32.35445022583008, -37.8646240234375, -4.9824676513671875]","[-4.488445281982422, -5.861147403717041, -2.6068148612976074]","[-4.488445281982422, -5.861147403717041, -2.6068148612976074]","[-0.210055410861969, -0.02843831107020378, -0.9758496284484863, -0.052777182310819626]","[[-0.906182469759149, -0.09105794526499844, 0.412966777142421], [0.11495242972928699, -0.9928115459508788, 0.03333076515424915], [0.4069632014305653, 0.07767529601199419, 0.9101359736621675]]","[0.08768877387046814, -0.10141677409410477, 0.1300886869430542]",[0.0],"[-0.210055410861969, -0.02843831107020378, -0.9758496284484863, -0.052777182310819626]",[0.44],"[-1.1830568313598633, 0.12235641479492188, -2.0200663185119634]","[669.857421875, 668.9612426757812, 667.4926147460938, 667.353759765625]"
9.3924264907837,"[-32.50302505493164, -38.058006286621094, -5.065713405609131]","[-32.50302505493164, -38.058006286621094, -5.065713405609131]","[-4.513768672943115, -5.858865737915039, -2.433743953704834]","[-4.513768672943115, -5.858865737915039, -2.433743953704834]","[-0.21133555471897125, -0.029176518321037292, -0.9756754040718079, -0.05043395608663559]","[[-0.9055875266640467, -0.0860822695992467, 0.4153327799778721], [0.11074641233582527, -0.9932104215981217, 0.03561664643209039], [0.40944683100281565, 0.07825059877705587, 0.9089720281805738]]","[0.033491216599941254, 0.05327044054865837, 0.13149060308933258]",[0.0],"[-0.21133555471897125, -0.029176518321037292, -0.9756754040718079, -0.05043395608663559]",[0.44],"[-1.266169548034668, 0.11408329010009766, -1.1564546203613286]","[669.857421875, 626.625244140625, 658.0252075195312, 635.6201171875]"
9.4234185218811,"[-32.63849639892578, -38.233726501464844, -5.135750770568848]","[-32.63849639892578, -38.233726501464844, -5.135750770568848]","[-4.511434078216553, -5.854942321777344, -2.222663402557373]","[-4.511434078216553, -5.854942321777344, -2.222663402557373]","[-0.20249402523040771, -0.028056591749191284, -0.9776800274848938, -0.0484856516122818]","[[-0.913290816966887, -0.08344432200675733, 0.3986694125715422], [0.10616949079691729, -0.9937241327937514, 0.03522462926318326], [0.39322804403962497, 0.07449684830674386, 0.9164179948108124]]","[-0.20572178065776825, 1.5162893533706665, 0.13260136544704437]",[0.0],"[-0.20249402523040771, -0.028056591749191284, -0.9776800274848938, -0.0484856516122818]",[0.44],"[0.116729736328125, 0.19617080688476562, 0.7440275573730464]","[669.857421875, 427.2410583496094, 637.6170043945312, 470.9577941894531]"
9.4536032676697,"[-32.77381896972656, -38.40932846069336, -5.199483394622803]","[-32.77381896972656, -38.40932846069336, -5.199483394622803]","[-4.521193027496338, -5.852518558502197, -2.0597221851348877]","[-4.521193027496338, -5.852518558502197, -2.0597221851348877]","[-0.1670483648777008, -0.023203138262033463, -0.9845664501190186, -0.04674839228391647]","[[-0.9398189606503458, -0.08430170466608611, 0.3311098500310318], [0.09980588989290173, -0.9945525018165586, 0.030071577957162976], [0.32677101239226586, 0.061308547923921264, 0.943112916332959]]","[-0.4832490086555481, 2.6095352172851562, 0.13613346219062805]",[0.0],"[-0.1670483648777008, -0.023203138262033463, -0.9845664501190186, -0.04674839228391647]",[0.44],"[-0.4879474639892578, 0.12118816375732422, -1.662939128875733]","[607.0728149414062, 658.7816162109375, 616.4364013671875, 647.7108764648438]"
9.4851684570312,"[-32.92348861694336, -38.60245132446289, -5.2660017013549805]","[-32.92348861694336, -38.60245132446289, -5.2660017013549805]","[-4.55302095413208, -5.852375507354736, -1.9940961599349976]","[-4.55302095413208, -5.852375507354736, -1.9940961599349976]","[-0.13408420979976654, -0.01929302327334881, -0.989778459072113, -0.04458567127585411]","[[-0.9600672375803851, -0.08308609446371035, 0.26714770991019554], [0.09343365358473227, -0.9952799467215887, 0.0262351686898451], [0.26370694033586384, 0.05014810669550529, 0.9632984078706924]]","[-0.20929832756519318, 1.5530576705932617, 0.13881884515285492]",[0.0],"[-0.13408420979976654, -0.01929302327334881, -0.989778459072113, -0.04458567127585411]",[0.44],"[-1.5913963317871094, 0.007152557373046875, -6.528698740005494]","[632.0924682617188, 669.4126586914062, 634.4275512695312, 666.1177368164062]"
9.5161929130554,"[-33.06067657470703, -38.778053283691406, -5.326281547546387]","[-33.06067657470703, -38.778053283691406, -5.326281547546387]","[-4.59172248840332, -5.8540940284729, -2.031202793121338]","[-4.59172248840332, -5.8540940284729, -2.031202793121338]","[-0.11181516200304031, -0.016536667943000793, -0.9926803708076477, -0.04253983497619629]","[[-0.971375559946932, -0.08075881790645911, 0.22340036720889334], [0.08815501872660758, -0.9958338980811501, 0.02331805425226996], [0.2205864987074877, 0.042344448410053914, 0.9744478163191536]]","[-0.2328416109085083, 1.4403178691864014, 0.14006130397319794]",[0.0],"[-0.11181516200304031, -0.016536667943000793, -0.9926803708076477, -0.04253983497619629]",[0.44],"[-1.9350767135620117, -0.08592605590820312, -11.665331659317017]","[649.401123046875, 669.6854858398438, 654.7377319335938, 663.868408203125]"
9.5471675395966,"[-33.198856353759766, -38.953697204589844, -5.388011932373047]","[-33.198856353759766, -38.953697204589844, -5.388011932373047]","[-4.618359088897705, -5.855290412902832, -2.088834285736084]","[-4.618359088897705, -5.855290412902832, -2.088834285736084]","[-0.09259562194347382, -0.0144409304484725, -0.9947780966758728, -0.04042476788163185]","[[-0.9795840041965795, -0.07775301343106986, 0.18539173563764372], [0.0831016811763449, -0.9963148216583417, 0.021244729563679732], [0.18305665059214654, 0.036217355659360795, 0.9824350206493673]]","[-0.14284422993659973, 1.1175379753112793, 0.14087314903736115]",[0.0],"[-0.09259562194347382, -0.0144409304484725, -0.9947780966758728, -0.04042476788163185]",[0.44],"[-1.3318300247192383, -0.05981922149658203, -12.691574630737305]","[646.0763549804688, 669.856689453125, 648.353271484375, 667.3783569335938]"
9.5781948566437,"[-33.351619720458984, -39.146949768066406, -5.458510875701904]","[-33.351619720458984, -39.146949768066406, -5.458510875701904]","[-4.638072967529297, -5.8566155433654785, -2.1881940364837646]","[-4.638072967529297, -5.8566155433654785, -2.1881940364837646]","[-0.07606662809848785, -0.012608537450432777, -0.9962957501411438, -0.03807542100548744]","[[-0.9855283939318868, -0.0739505824069881, 0.15252986734755808], [0.0777869381234198, -0.9967827073191562, 0.019331126776087726], [0.15060956586080337, 0.03091620233335879, 0.9881097857461747]]","[-0.12753826379776, 0.9121551513671875, 0.141360804438591]",[0.0],"[-0.07606662809848785, -0.012608537450432777, -0.9962957501411438, -0.03807542100548744]",[0.44],"[-0.9856939315795898, -0.06625652313232422, -14.777987537384034]","[657.078369140625, 669.8548583984375, 659.6011352539062, 667.2977905273438]"
